xc_id,common_name,scientific_name,country,lat,lng,duration,recordist,license,file_path,dominant_freq_hz,librosa_tempo_raw,silence_ratio,usable,onset_interval_ms,onset_density
27287,Common Nightingale,Luscinia megarhynchos,Austria,47.7842,16.9417,126,Patrik Åberg,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Common Nightingale/XC27287.mp3,5405.590862287381,132.51201923076923,0.7117257857011579,True,162.53968253968054,3.530487489660877
27288,Common Nightingale,Luscinia megarhynchos,Sweden,59.6881,17.7223,180,Patrik Åberg,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Common Nightingale/XC27288.mp3,4586.116441094092,109.9567819148936,0.3041803120785976,True,185.75963718821242,1.6316961060540385
29724,Common Nightingale,Luscinia megarhynchos,Switzerland,46.9676,7.0342,120,Mathias Ritschard,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC29724.mp3,2910.1282167975937,160.71428571428572,0.7194766156838476,True,162.53968253967344,3.1579463734955113
29725,Common Nightingale,Luscinia megarhynchos,Switzerland,46.9676,7.0342,41,Mathias Ritschard,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC29725.mp3,3561.6543184223096,119.6808510638298,0.5336059289547662,True,139.31972789115622,5.798350282903337
29762,Common Nightingale,Luscinia megarhynchos,Switzerland,46.9676,7.0342,136,Mathias Ritschard,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC29762.mp3,3251.211943618126,187.5,0.6309310479158551,True,162.53968253968054,3.506311128131753
30184,Common Nightingale,Luscinia megarhynchos,Switzerland,47.0167,7.2014,175,Mathias Ritschard,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC30184.mp3,3846.22339582559,156.25,0.5058436815193572,True,139.31972789115633,4.965072249585241
33394,Common Nightingale,Luscinia megarhynchos,Netherlands,52.2634,5.0445,132,Rombout de Wijs,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC33394.mp3,4317.699834481942,117.45383522727272,0.550329091706889,True,139.31972789116287,3.258139563586098
34041,Common Nightingale,Luscinia megarhynchos,Luxembourg,49.487,6.3606,34,Marc Schweitzer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC34041.mp3,4139.417092140775,166.70866935483872,0.0256069171932158,True,139.31972789115576,3.610357410179641
34110,Common Nightingale,Luscinia megarhynchos,Czech Republic,49.4556,17.4501,60,Zdeněk Vermouzek,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC34110.mp3,2883.224435925331,151.99908088235293,0.6482878699941962,True,162.5396825396841,2.683187309534175
34682,Common Nightingale,Luscinia megarhynchos,Netherlands,52.2537,5.4059,119,Ruud van Beusekom,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC34682.mp3,4475.533482756848,120.18531976744184,0.4711547815935402,True,139.31972789115665,3.5951524190017516
35095,Common Nightingale,Luscinia megarhynchos,Spain,41.5564,1.8551,23,Jordi Calvet,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC35095.mp3,2798.0536233914854,105.46875,0.7686196623634558,True,185.75963718820887,2.651885474860335
52377,Common Nightingale,Luscinia megarhynchos,Switzerland,47.5006,8.4834,70,David Marques,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC52377.mp3,3931.62598315068,206.71875,0.6153846153846154,True,139.31972789115576,3.3770523160872115
52381,Common Nightingale,Luscinia megarhynchos,Switzerland,47.5006,8.4834,95,David Marques,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC52381.mp3,4026.2820104914726,215.33203125,0.7213554363725012,True,139.31972789115932,2.0999510011433067
52382,Common Nightingale,Luscinia megarhynchos,Switzerland,47.5006,8.4834,99,David Marques,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC52382.mp3,4035.759888442887,109.9567819148936,0.6067875950848449,True,162.53968253968054,3.0846040892159317
54742,Common Nightingale,Luscinia megarhynchos,France,43.801,3.823,30,manuel Grosselet,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC54742.mp3,4114.997275306058,143.5546875,0.6042471042471043,True,139.31972789115576,4.689536272806255
55190,Common Nightingale,Luscinia megarhynchos,France,43.782,3.81,20,GROSSELET Olivier,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC55190.mp3,3828.936246117853,172.265625,0.560200668896321,True,139.31972789115665,4.755136449184441
56250,Common Nightingale,Luscinia megarhynchos,Switzerland,47.488,8.468,108,David Marques,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC56250.mp3,4096.98905219536,147.65625,0.6192670381483069,True,162.53968253968765,3.470753248232033
61905,Common Nightingale,Luscinia megarhynchos,Netherlands,52.1348,4.3331,73,Erik Eggenkamp,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC61905.mp3,3637.016171356815,147.65625,0.6986906452121786,True,208.97959183672654,1.6714922790202342
62086,Common Nightingale,Luscinia megarhynchos,Netherlands,52.431,4.588,50,Erik Eggenkamp,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC62086.mp3,3788.546313870677,126.04801829268293,0.6279388267518832,True,162.53968253968054,4.030640087313817
62087,Common Nightingale,Luscinia megarhynchos,Netherlands,52.431,4.588,42,Erik Eggenkamp,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC62087.mp3,4155.065926402073,120.18531976744184,0.7260087241003271,True,162.53968253968253,4.297833588957055
74636,Common Nightingale,Luscinia megarhynchos,Turkey,41.0,41.0,93,Tomas Belka,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC74636.mp3,3879.905927469636,160.71428571428572,0.3248487615568999,True,162.5396825396823,3.4671594839007756
76052,Common Nightingale,Luscinia megarhynchos,Spain,41.572,1.854,120,Jordi Calvet,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC76052.mp3,3926.5537987679527,175.78125,0.439285398425754,True,162.53968253968765,4.262023217247098
76225,Common Nightingale,Luscinia megarhynchos,Germany,49.6001,8.4667,110,Claus Fischer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC76225.mp3,3107.233488129705,109.9567819148936,0.0511877233550557,True,139.31972789116287,3.0874896523178808
76226,Common Nightingale,Luscinia megarhynchos,Germany,49.6001,8.4667,153,Claus Fischer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC76226.mp3,3169.960031510376,143.5546875,0.0013604413876502,True,162.53968253968054,3.26171875
76231,Common Nightingale,Luscinia megarhynchos,Germany,49.6001,8.4667,158,Claus Fischer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC76231.mp3,2898.927874706623,120.18531976744184,0.0060908490496807,True,162.53968253968765,3.0025749256935272
76232,Common Nightingale,Luscinia megarhynchos,Germany,49.6001,8.4667,167,Claus Fischer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC76232.mp3,2666.964391635684,123.046875,0.0006937699458859,True,162.539682539677,3.2329310412113648
76234,Common Nightingale,Luscinia megarhynchos,Germany,49.6001,8.4667,167,Claus Fischer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC76234.mp3,2706.684009703652,132.51201923076923,0.0004147656574035,True,162.53968253967344,3.143957069528698
76235,Common Nightingale,Luscinia megarhynchos,Germany,49.6001,8.4667,169,Claus Fischer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC76235.mp3,3044.836169227868,139.6748310810811,0.0176864244741873,True,162.53968253968765,3.3293158420405655
76561,Common Nightingale,Luscinia megarhynchos,Netherlands,52.1125856630171,4.30704975093249,36,Bob Planque,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC76561.mp3,3795.6480329036112,151.99908088235293,0.6333762886597938,True,162.5396825396841,2.3868051700896045
76562,Common Nightingale,Luscinia megarhynchos,Netherlands,52.1125856630171,4.30704975093249,91,Bob Planque,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC76562.mp3,5027.772829518962,132.51201923076923,0.4779890264131683,True,139.31972789114866,5.2207663255026615
76564,Common Nightingale,Luscinia megarhynchos,Netherlands,52.1125856630171,4.30704975093249,97,Bob Planque,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC76564.mp3,4678.528915012294,215.33203125,0.597038098650424,True,162.53968253968054,3.220149584513384
76565,Common Nightingale,Luscinia megarhynchos,Netherlands,52.1125856630171,4.30704975093249,88,Bob Planque,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC76565.mp3,4807.602109984843,215.33203125,0.6839473684210526,True,162.5396825396841,2.992243360079777
76566,Common Nightingale,Luscinia megarhynchos,Netherlands,52.1125856630171,4.30704975093249,90,Bob Planque,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC76566.mp3,4763.209807551921,151.99908088235293,0.5256952454184288,True,139.31972789116287,3.5434667355530154
76567,Common Nightingale,Luscinia megarhynchos,Netherlands,52.1125856630171,4.30704975093249,109,Bob Planque,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC76567.mp3,4031.138149843144,112.34714673913044,0.6730810121199234,True,185.7596371881982,2.9580609616859843
78219,Common Nightingale,Luscinia megarhynchos,France,43.0913,2.007,55,Mike Nelson,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC78219.mp3,4895.826656872065,184.5703125,0.7144353655981563,True,139.31972789115576,2.1658415841584158
88831,Common Nightingale,Luscinia megarhynchos,Netherlands,52.125,4.316,95,Herman van der Meer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC88831.mp3,4103.567006457209,172.265625,0.5100450505296481,True,162.53968253967344,3.5869006849315066
92150,Common Nightingale,Luscinia megarhynchos,Netherlands,52.1139,4.332,54,Herman van der Meer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC92150.mp3,3909.5652031378654,161.4990234375,0.6023231256599789,True,162.53968253968054,3.566124049429658
98561,Common Nightingale,Luscinia megarhynchos,Netherlands,52.116,4.309,114,Herman van der Meer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC98561.mp3,4708.769448288637,151.99908088235293,0.4399676865596283,True,162.53968253967344,5.392950465803226
99076,Common Nightingale,Luscinia megarhynchos,United Kingdom,51.016,-2.917,44,Tony Whitehead,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC99076.mp3,3189.8869499943658,206.71875,0.3804118268215417,True,139.31972789115642,4.775217749104356
100311,Common Nightingale,Luscinia megarhynchos,Poland,52.274,21.009,175,Jarek Matusiak,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC100311.mp3,2717.50725128218,127.8409090909091,0.2427675254278579,True,185.75963718820887,2.7237216543620955
100631,Common Nightingale,Luscinia megarhynchos,Slovakia,48.295,16.945,73,Rudo Jureček,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC100631.mp3,3303.09732964234,120.18531976744184,0.3848225602027883,True,162.53968253968054,3.0567363991877916
100632,Common Nightingale,Luscinia megarhynchos,Slovakia,48.295,16.945,143,Rudo Jureček,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC100632.mp3,3070.527891139235,139.6748310810811,0.225521213596171,True,162.53968253967344,3.647535178127148
101370,Common Nightingale,Luscinia megarhynchos,Netherlands,52.1239,4.3089,115,Herman van der Meer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC101370.mp3,5028.343721892365,206.71875,0.5943367808012853,True,162.53968253968765,3.546161884319928
101487,Common Nightingale,Luscinia megarhynchos,Netherlands,52.1356,4.3459,61,Bob Planque,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC101487.mp3,3277.60625642798,117.45383522727272,0.0479725870930896,True,162.53968253968054,4.411249580736253
101519,Common Nightingale,Luscinia megarhynchos,France,,,55,Jacques PREVOST,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC101519.mp3,3774.04512347064,206.71875,0.7064583333333333,True,232.19954648526198,3.1048552508204406
101520,Common Nightingale,Luscinia megarhynchos,France,,,51,Jacques PREVOST,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC101520.mp3,2831.6781241546487,44.93885869565217,0.5246122724207687,True,139.31972789115576,5.595994562468387
102747,Common Nightingale,Luscinia megarhynchos,Netherlands,52.123,4.305,104,Herman van der Meer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC102747.mp3,4312.009040248934,172.265625,0.6514146772767463,True,162.5396825396841,4.131823551355384
103384,Common Nightingale,Luscinia megarhynchos,Czech Republic,50.067,16.149,155,Tomas Belka,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC103384.mp3,2807.9266281453174,170.45454545454547,0.538424690344214,True,162.53968253967344,3.4581381666582285
103770,Common Nightingale,Luscinia megarhynchos,Poland,53.853,14.33,110,Marcin Sołowiej,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC103770.mp3,4622.699475523807,117.1875,0.5652425499083807,True,139.31972789115576,3.5626440915394944
105120,Common Nightingale,Luscinia megarhynchos,Italy,39.4201202817481,16.7517457005306,59,Francesco Sottile,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Common Nightingale/XC105120.mp3,2469.112898824049,135.99917763157896,0.6193839513439278,True,139.31972789115576,2.2309602649006623
13200,Wood Thrush,Hylocichla mustelina,United States,35.2176,-85.922,56,Chris Parrish,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC13200.mp3,4831.850685765018,120.18531976744184,0.6737530662305805,True,301.8594104308363,2.1128666873747832
13273,Wood Thrush,Hylocichla mustelina,United States,35.2176,-85.922,66,Chris Parrish,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC13273.mp3,4995.122096325572,123.046875,0.0499386718065533,True,255.41950113378675,2.3095232879413126
13310,Wood Thrush,Hylocichla mustelina,United States,35.2176,-85.922,38,Chris Parrish,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC13310.mp3,4450.999407412469,89.10290948275862,0.7719614921780987,True,278.63945578231153,2.021404628815623
13682,Wood Thrush,Hylocichla mustelina,United States,35.2176,-85.922,34,Chris Parrish,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC13682.mp3,6176.377249329332,123.046875,0.4453468697123519,True,243.80952380952436,3.2359505104698543
14084,Wood Thrush,Hylocichla mustelina,United States,43.22443,-96.58004,64,Andrew Spencer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC14084.mp3,4757.118736197923,117.45383522727272,0.3182721850713898,True,255.41950113378675,1.5879168361122407
20572,Wood Thrush,Hylocichla mustelina,United States,34.9987,-86.0567,12,Chris Parrish,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC20572.mp3,2659.9696941040525,99.38401442307692,0.4229323308270676,True,185.75963718820876,2.186511827767433
20573,Wood Thrush,Hylocichla mustelina,United States,34.9987,-86.0567,80,Chris Parrish,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC20573.mp3,4410.679788304444,103.359375,0.4320773783744767,True,232.19954648526198,2.5119489725998427
20806,Wood Thrush,Hylocichla mustelina,United States,35.6276,-83.7267,47,Chris Parrish,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC20806.mp3,3878.8142122150703,172.265625,0.7969290657439446,True,208.9795918367372,2.272792558359595
20807,Wood Thrush,Hylocichla mustelina,United States,35.6276,-83.7267,58,Chris Parrish,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC20807.mp3,3920.09891904054,87.5926906779661,0.8671548117154811,True,208.9795918367372,2.58302407103827
20808,Wood Thrush,Hylocichla mustelina,United States,35.6281,-83.7248,20,Chris Parrish,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC20808.mp3,4123.97342225304,191.40625,0.6330326944757609,True,208.97959183673544,1.7487585972920456
33467,Wood Thrush,Hylocichla mustelina,United States,36.0403,-93.3406,59,Andrew Spencer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC33467.mp3,2702.4106967572043,187.5,0.4755094744368967,True,208.97959183673544,2.0783039118510906
48284,Wood Thrush,Hylocichla mustelina,United States,38.9259,-79.747,52,Tayler Brooks,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC48284.mp3,3964.446635803655,178.20581896551724,0.6524822695035462,True,232.1995464852602,2.272054239401496
48346,Wood Thrush,Hylocichla mustelina,United States,42.9116459119664,-88.4770653247506,50,Todd Wilson,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC48346.mp3,4417.824128765531,172.265625,0.6390288593678424,True,162.5396825396823,2.4072741720716464
50439,Wood Thrush,Hylocichla mustelina,United States,41.286,-74.703,13,Ian Davies,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC50439.mp3,4234.976395390346,109.9567819148936,0.5914260717410323,True,232.19954648526095,1.8851116362256046
50442,Wood Thrush,Hylocichla mustelina,United States,41.286,-74.703,26,Ian Davies,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC50442.mp3,4071.157542084443,114.84375,0.7078353253652059,True,255.41950113378675,2.3643086416336923
54769,Wood Thrush,Hylocichla mustelina,United States,35.6274,-83.7265,131,Mike Nelson,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Wood Thrush/XC54769.mp3,5100.440914387046,103.359375,0.6892226148409893,True,301.859410430839,1.301151610017889
59135,Wood Thrush,Hylocichla mustelina,United States,38.0878,-81.0728,18,Tayler Brooks,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC59135.mp3,4600.440443253037,107.666015625,0.6687383467992541,True,174.1496598639456,2.6234702797202796
70484,Wood Thrush,Hylocichla mustelina,United States,39.7028,-75.1117,25,Paul Driver,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC70484.mp3,4041.281050640678,151.99908088235293,0.0009132420091324,True,592.1088435374155,1.3770233812949642
76983,Wood Thrush,Hylocichla mustelina,United States,34.1673,-84.1892,62,Stuart Fisher,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC76983.mp3,4274.096838952835,123.046875,0.076780415430267,True,162.5396825396841,4.697281928213689
78721,Wood Thrush,Hylocichla mustelina,United States,35.6274,-83.7265,21,Mike Nelson,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC78721.mp3,4433.975477659622,191.40625,0.416135881104034,True,185.75963718820887,1.5550328554360813
101365,Wood Thrush,Hylocichla mustelina,United States,36.3078,-84.2189,36,Mike Nelson,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC101365.mp3,2471.8020363395585,117.45383522727272,0.0012694382735639,True,371.51927437641774,1.1484375
101366,Wood Thrush,Hylocichla mustelina,United States,36.3078,-84.2189,61,Mike Nelson,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC101366.mp3,2089.025464683228,166.70866935483872,0.1438082556591211,True,255.41950113378675,1.1471264982876712
103362,Wood Thrush,Hylocichla mustelina,United States,35.6274,-83.7265,25,Mike Nelson,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC103362.mp3,4959.34444407502,156.60511363636363,0.6810540663334848,True,325.07936507936506,1.2916986196319018
103363,Wood Thrush,Hylocichla mustelina,United States,35.6274,-83.7265,19,Mike Nelson,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC103363.mp3,4823.46457343875,139.6748310810811,0.5103155339805825,True,510.8390022675735,1.0982325819672132
103365,Wood Thrush,Hylocichla mustelina,United States,35.6274,-83.7265,38,Mike Nelson,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Wood Thrush/XC103365.mp3,4630.109812328605,147.65625,0.6630070143336383,True,766.2585034013616,0.8670427247769389
105131,Wood Thrush,Hylocichla mustelina,United States,44.809,-93.302,68,Jonathon Jongsma,https://creativecommons.org/licenses/by-sa/3.0/,data/prototype/raw/Wood Thrush/XC105131.mp3,4156.890348364716,184.5703125,0.5926237790501853,True,603.718820861678,0.6962864721485411
105133,Wood Thrush,Hylocichla mustelina,United States,44.809,-93.302,43,Jonathon Jongsma,https://creativecommons.org/licenses/by-sa/3.0/,data/prototype/raw/Wood Thrush/XC105133.mp3,5797.865920043853,184.5703125,0.5977254694525258,True,336.68934240362745,1.4811197916666667
133910,Wood Thrush,Hylocichla mustelina,United States,44.385,-93.202,101,Jonathon Jongsma,https://creativecommons.org/licenses/by-sa/3.0/,data/prototype/raw/Wood Thrush/XC133910.mp3,5007.753311886844,193.9655172413793,0.7531459731543624,True,278.63945578231153,1.6222271764574743
139092,Wood Thrush,Hylocichla mustelina,United States,40.1113,-75.071,112,Paul Driver,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Wood Thrush/XC139092.mp3,3896.152546470784,120.18531976744184,0.5497160557563242,True,220.58956916099604,2.161325220724907
162073,Wood Thrush,Hylocichla mustelina,United States,41.8335,-86.6251,97,Paul Marvin,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Wood Thrush/XC162073.mp3,6346.832611090174,170.45454545454547,0.7390499019394203,True,116.09977324263099,3.156410592571969
162079,Wood Thrush,Hylocichla mustelina,United States,43.2244,-96.58,123,Paul Marvin,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Wood Thrush/XC162079.mp3,3339.211049833385,114.79591836734694,0.8380804419126532,True,185.75963718821242,4.038000609941608
178133,Wood Thrush,Hylocichla mustelina,United States,45.5344,-92.7442,106,Jonathon Jongsma,https://creativecommons.org/licenses/by-sa/4.0/,data/prototype/raw/Wood Thrush/XC178133.mp3,4075.1537654800886,148.02631578947367,0.0003002702432188,True,243.80952380952436,2.0176426426426426
178134,Wood Thrush,Hylocichla mustelina,United States,45.5344,-92.7442,164,Jonathon Jongsma,https://creativecommons.org/licenses/by-sa/4.0/,data/prototype/raw/Wood Thrush/XC178134.mp3,3970.2052385642487,152.02702702702703,0.2591103618207755,True,243.80952380953147,1.7811982287958796
179641,Wood Thrush,Hylocichla mustelina,Canada,45.0287,-72.9243,113,Martin St-Michel,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Wood Thrush/XC179641.mp3,6008.25624816949,101.33272058823528,0.6192919445869677,True,208.97959183673586,2.342306915262064
179642,Wood Thrush,Hylocichla mustelina,Canada,45.0287,-72.9243,34,Martin St-Michel,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Wood Thrush/XC179642.mp3,6296.720789717097,112.34714673913044,0.7096446700507614,True,208.97959183673365,2.099200304645849
181737,Wood Thrush,Hylocichla mustelina,United States,41.9651,-72.1456,55,Jorge de Leon Cardozo,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Wood Thrush/XC181737.mp3,3126.850214944173,101.33272058823528,0.0004174493842621,True,417.9591836734722,1.2047175904180367
202220,Wood Thrush,Hylocichla mustelina,United States,40.8708,-73.5398,31,Albert &amp; Max Lastukhin,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Wood Thrush/XC202220.mp3,7153.83733694375,41.67716733870968,0.0,True,1137.777777777778,1.0090263239180424
202293,Wood Thrush,Hylocichla mustelina,United States,40.8643,-73.6537,37,Albert &amp; Max Lastukhin,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Wood Thrush/XC202293.mp3,3262.7435344613746,112.34714673913044,0.0003096934035305,True,232.19954648526198,2.667682926829268
202296,Wood Thrush,Hylocichla mustelina,United States,40.8643,-73.6537,22,Albert &amp; Max Lastukhin,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Wood Thrush/XC202296.mp3,5407.059253536485,178.20581896551724,0.2450052576235541,True,406.34920634920667,1.4043316404516544
240410,Wood Thrush,Hylocichla mustelina,United States,41.9661,-71.6847,18,Dylan Pedro,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Wood Thrush/XC240410.mp3,3836.771224024029,95.33898305084746,0.5250147145379636,True,232.1995464852602,2.428511354079058
293618,Wood Thrush,Hylocichla mustelina,Canada,45.0204,-74.3871,97,Martin St-Michel,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Wood Thrush/XC293618.mp3,6125.408388949422,103.359375,0.32167417595447,True,255.41950113378675,2.68622431963714
316110,Wood Thrush,Hylocichla mustelina,United States,34.3598,-89.5247,58,Hal Mitchell,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Wood Thrush/XC316110.mp3,2862.6826906714564,98.6842105263158,0.7018508337914605,True,185.75963718820887,1.7182130584192439
331041,Wood Thrush,Hylocichla mustelina,United States,38.9937,-77.2559,32,Jake Turin,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Wood Thrush/XC331041.mp3,3650.479501716008,129.19921875,0.0,True,255.41950113378698,3.176670065162463
361015,Wood Thrush,Hylocichla mustelina,United States,42.7604,-83.2083,49,Antonio Xeira,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Wood Thrush/XC361015.mp3,5112.901354558838,143.5546875,0.0004700352526439,True,615.3287981859412,1.0324398466419884
364559,Wood Thrush,Hylocichla mustelina,United States,30.4801,-90.9858,80,Philip Vanbergen,https://creativecommons.org/licenses/by-sa/4.0/,data/prototype/raw/Wood Thrush/XC364559.mp3,3448.7653279708406,117.45383522727272,0.0326370757180156,True,255.41950113378675,2.423981762762921
368730,Wood Thrush,Hylocichla mustelina,United States,36.5819,-93.838,39,Ethan Duke,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Wood Thrush/XC368730.mp3,1259.8840278438447,117.1875,0.0010706638115631,True,197.36961451247305,2.33433734939759
369874,Wood Thrush,Hylocichla mustelina,United States,39.0658,-92.9375,63,Ethan Duke,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Wood Thrush/XC369874.mp3,2255.211142448261,125.0,0.0001689760054072,True,255.41950113378675,1.5842839036755387
